མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,1936,8,《པེ་》,པར།,
,,1937,9,《པེ་》《སྣར་》,ཅེས།,
,,1938,10,《པེ་》《སྣར་》,འདིས།,
,,1939,11,《པེ་》《སྣར་》,རྣམས།,
,685,1940,1,《པེ་》《སྣར་》,ཀྱིས།,
,,1941,2,《པེ་》,བཟླ།,
,,1942,3,《པེ་》《སྣར་》,པ་རྣམས་ཀྱིས།,
,,1943,4,《པེ་》《སྣར་》,ཅེས།,
,,1944,5,《པེ་》《སྣར་》,དགའ་བའི།,
,,1945,6,《པེ་》《སྣར་》,རོག།,
,,1946,7,《པེ་》《སྣར་》,གྱི།,
,,1947,8,《པེ་》,བཟུང་།,
,,1948,9,《པེ་》《སྣར་》,ཅེས།,
,,1949,10,《པེ་》《སྣར་》,པ་སྐྱེད།,
,,1950,11,《པེ་》《སྣར་》,pནི།,
,,1951,12,《པེ་》,mམ།,
,,1952,13,《པེ་》《སྣར་》,mལ།,
,686,1953,1,《སྣར་》,mལས།,
,,1954,2,《པེ་》《སྣར་》,ཏེ།,
,,1955,3,《པེ་》《སྣར་》,པོའོ།,
,,1956,4,《པེ་》《སྣར་》,པོ།,
,,1957,5,《པེ་》《སྣར་》,mཔར།,
,,1958,6,《སྣར་》,སྟན།,
,,1959,7,《པེ་》,pབ།,
,,1960,8,《པེ་》《སྣར་》,བསལ།,
,,1961,9,《པེ་》《སྣར་》,གི།,
,687,1962,1,《པེ་》《སྣར་》,གྱིས།,
,,1963,2,《པེ་》《སྣར་》,བཞི།,
,,1964,3,《པེ་》《སྣར་》,པར།,
,,1965,4,《པེ་》《སྣར་》,གྱིས།,
,,1966,5,《པེ་》《སྣར་》,རྣམས།,
,,1967,6,《པེ་》,བཟུད།,
,,1968,7,《པེ་》《སྣར་》,ཟུང་ཞེས།,
,,1969,8,《པེ་》《སྣར་》,pཞེས།,
,688,1970,1,《པེ་》《སྣར་》,pཔར་མི་ནུས་པ་བསྟན།,
,,1971,2,《སྣར་》,འབྲིང་།,
,,1972,3,《པེ་》《སྣར་》,ཀྱིས།,
,,1973,4,《པེ་》《སྣར་》,ཚིག,
,,1974,5,《པེ་》《སྣར་》,mཔ།,
,,1975,6,《པེ་》《སྣར་》,ལས།,
,,1976,7,《པེ་》《སྣར་》,སྡུག་པའི།,
,,1977,8,《པེ་》《སྣར་》,སྐྱེད།,
,689,1978,1,《པེ་》《སྣར་》,ལས།,
,,1979,2,《པེ་》《སྣར་》,བཟུང་།,
,,1980,3,《པེ་》《སྣར་》,ཞིང་།,
,,1981,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1982,5,《སྣར་》,mཀྱིས།,
,,1983,6,《པེ་》《སྣར་》,འདི།,
,,1984,7,《པེ་》《སྣར་》,pདུ།,
,,1985,8,《པེ་》《སྣར་》,pབ།,
,690,1986,1,《སྣར་》,འགྱུར་བ།,
,,1987,2,《པེ་》《སྣར་》,སྐེ་བ།,
,,1988,3,《པེ་》,བུར།,
,,1989,4,《པེ་》《སྣར་》,གཉེན།,
,691,1990,1,《པེ་》《སྣར་》,བས།,
,,1991,2,《པེ་》《སྣར་》,གྱིས།,
,,1992,3,《པེ་》《སྣར་》,ཅེས།,
,,1993,4,《པེ་》,བསྐུར།,
,,1994,5,《པེ་》《སྣར་》,pཀྱང་།,
,,1995,6,《པེ་》《སྣར་》,ཡོད།,
,,1996,7,《པེ་》《སྣར་》,པ།,
,,1997,8,《པེ་》《སྣར་》,དེ།,
,,1998,9,《པེ་》《སྣར་》,གྱུར།,
,,1999,10,《པེ་》《སྣར་》,ནི་མིའི་ལུས་དུ།,
,,2000,11,《པེ་》《སྣར་》,པའི།,
,,2001,12,《པེ་》《སྣར་》,ལས།,
,,2002,13,《པེ་》《སྣར་》,pདུ།,
,,2003,14,《པེ་》《སྣར་》,དེར།,
,692,2004,1,《པེ་》《སྣར་》,སྡུས།,
,,2005,2,《པེ་》《སྣར་》《ཅོ་》,འདིར།,
,,2006,3,《པེ་》《སྣར་》,ཀྱིས།,
,,2007,4,《པེ་》《སྣར་》,pm།,
,,2008,5,《པེ་》《སྣར་》,pཀྱང་།,
,,2009,6,《པེ་》,བསལ་ཞིང་རྟུལ།,《སྣར་》,གསལ་ཞིང་བརྟུལ།
,,2010,7,《པེ་》《སྣར་》,འཚོལ།,
,,2011,8,《པེ་》《སྣར་》,ཀྱི།,
,,2012,9,《པེ་》《སྣར་》,ཅེས།,
,,2013,10,《པེ་》《སྣར་》,mའདི།,
,693,2014,1,《པེ་》《སྣར་》,སྨོས།,
,,2015,2,《པེ་》《སྣར་》,འདི་སྨྲས།,
,,2016,3,《པེ་》《སྣར་》,སྦྱར།,
,,2017,4,《པེ་》《སྣར་》,རབ་འདི།,
,,2018,5,《པེ་》,mཔ།,
,,2019,6,《པེ་》《སྣར་》,གྱིས།,
,,2020,7,《པེ་》《སྣར་》,སྨོས། །ཤེས།,
,,2021,8,《པེ་》《སྣར་》,རྟོག,
,,2022,9,《པེ་》《སྣར་》,mདེ།,
,,2023,10,《པེ་》《སྣར་》,པའི།,
,,2024,11,《པེ་》《སྣར་》,སྙེམས།,
,,2025,12,《པེ་》《སྣར་》,དེའི།,
,694,2026,1,《པེ་》《སྣར་》,བཞི།,
,,2027,2,《པེ་》《སྣར་》,pའཕགས་པ་དེ་བཞིས་གོ་བ་དང་།,
,,2028,3,《པེ་》《སྣར་》,བཞིས།,
,,2029,4,《པེ་》《སྣར་》,ཚུལ།,
,,2030,5,《པེ་》《སྣར་》,དགར།,
,,2031,6,《པེ་》《སྣར་》,རྟོག,
,,2032,7,《པེ་》,བསྟན།,
,,2033,8,《པེ་》,པའི།,
,,2034,9,《པེ་》《སྣར་》,གྱིས།,
,695,2035,1,《པེ་》,གཞུང་།,
,,2036,2,《ཅོ་》,ནམ།,
,,2037,3,《པེ་》《སྣར་》,mནས།,
,,2038,4,《པེ་》《སྣར་》,ཐོག་གོ།,
,,2039,5,《པེ་》《སྣར་》,mནི།,
,,2040,6,《པེ་》《སྣར་》,ད་མངོན།,
,,2041,7,《པེ་》《སྣར་》,གླེངས།,
,,2042,8,《པེ་》《སྣར་》,སྒྲུབ།,
,,2043,9,《པེ་》,ཀྱི།,
,,2044,10,《པེ་》《སྣར་》,mཀྱི་ཆོས།,
,696,2045,1,《པེ་》《སྣར་》,mལ།,
,,2046,2,《པེ་》《སྣར་》,pཔ།,
,,2047,3,《སྣར་》,སྔོ།,
,,2048,4,《པེ་》,ཚིག,
,697,2049,1,《པེ་》,གི།,
,,2050,2,《པེ་》《སྣར་》,mནི།,
,,2051,3,《པེ་》《སྣར་》,པ།,
,,2052,4,《པེ་》,ལོག,
,,2053,5,《པེ་》《སྣར་》,འགྲུབ།,
,,2054,6,《པེ་》《སྣར་》,pཔ།,
,,2055,7,《སྣར་》,པོས།,
,,2056,8,《སྣར་》,ཏེ།,
,,2057,9,《པེ་》《སྣར་》,pཔ།,
,,2058,10,《པེ་》《སྣར་》,mམ།,
,,2059,11,《པེ་》《སྣར་》,གན།,
,,2060,12,《པེ་》,mའཇིག,
,,2061,13,《པེ་》《སྣར་》,འཚོལ།,
,698,2062,1,《པེ་》《སྣར་》,འགྲུབ།,
,,2063,2,《པེ་》《སྣར་》,ནས།,
,,2064,3,《པེ་》《སྣར་》《ཅོ་》,ཕྱིས།,
,,2065,4,《པེ་》《སྣར་》,pདེ།,
,,2066,5,《པེ་》《སྣར་》,mཏེ།,
,,2067,6,《པེ་》《སྣར་》,ཤིང་།,
,,2068,7,《པེ་》《སྣར་》,ཀྱི།,
,,2069,8,《སྣར་》,ན།,
,,2070,9,《པེ་》《སྣར་》,mནི།,
,,2071,10,《པེ་》《སྣར་》,ཀྱིས།,
,,2072,11,《པེ་》《སྣར་》,mཏོ།,
,,2073,12,《པེ་》《སྣར་》,pཔ།,
,,2074,13,《པེ་》《སྣར་》,གླང་།,
,699,2075,1,《པེ་》《སྣར་》,mདང་།,
,,2076,2,《པེ་》《སྣར་》,pམཐར།,
,,2077,3,《པེ་》《སྣར་》,གྱུར།,
,,2078,4,《པེ་》《སྣར་》,མར།,
,,2079,5,《པེ་》《སྣར་》,ཁོགས།,
,,2080,6,《པེ་》《སྣར་》,ཞེས།,
,,2081,7,《པེ་》《སྣར་》,པ།,
,,2082,8,《པེ་》《སྣར་》,ཁོགས།,
,,2083,9,《པེ་》《སྣར་》,དུང་།,
,,2084,10,《པེ་》《སྣར་》,ཀྱི།,
,700,2085,1,《པེ་》《སྣར་》,བ།,
,,2086,2,《པེ་》《སྣར་》,བརྙེན།,
,,2087,3,《པེ་》《སྣར་》,mཕ།,
,,2088,4,《པེ་》《སྣར་》,རྒྱན།,
,,2089,5,《པེ་》《སྣར་》,ཏོ།,
,701,2090,1,《པེ་》《སྣར་》,pདུ།,
,,2091,2,《པེ་》《སྣར་》,ལས།,
,,2092,3,《པེ་》《སྣར་》,ཀྱི།,
,,2093,4,《པེ་》《སྣར་》,pཔའི།,
,,2094,5,《པེ་》《སྣར་》,པས།,
,,2095,6,《པེ་》《སྣར་》,pདུ།,《ཅོ་》,ལྟར།
,,2096,7,《པེ་》《སྣར་》,བསམས།,
,,2097,8,《པེ་》,གྱུར།,
,,2098,9,《པེ་》《སྣར་》,བླུན།,
,,2099,10,《པེ་》《སྣར་》,ཀྱི།,
,,2100,11,《པེ་》《སྣར་》,བསག་ཏུ།,
,,2101,12,《པེ་》《སྣར་》,ཚམ།,
,,2102,13,《པེ་》《སྣར་》,པའི།,
,,2103,14,《པེ་》《སྣར་》,mཔ།,
,702,2104,1,《སྣར་》,འགྱུར།,
,,2105,2,《པེ་》《སྣར་》,ལ།,
,,2106,3,《པེ་》,སྲོག,
,,2107,4,《པེ་》,འཚོན།,
,,2108,5,《པེ་》《སྣར་》,འཛིན་དག་ཏུ།,
,,2109,6,《པེ་》《སྣར་》,གཡོས་པའོ། །བཟུང་སྟེ།,
,,2110,7,《པེ་》,མི།,
,,2111,8,《པེ་》《སྣར་》,pནི།,
,,2112,9,《པེ་》《སྣར་》,རྒྱལ།,
,,2113,10,《པེ་》《སྣར་》,མཆི།,
,,2114,11,《པེ་》,བཟུད།,
,,2115,12,《པེ་》《སྣར་》,བཟུང་བར།,
,,2116,13,《པེ་》,བཟུད།,
,703,2117,1,《པེ་》《སྣར་》,སྨྲས།,
,,2118,2,《པེ་》《སྣར་》,མཆི་སྟེ།,
,,2119,3,《པེ་》,བཟུད།,
,,2120,4,《པེ་》《སྣར་》,mཔ།,
,,2121,5,《པེ་》,བཟུད།,
,,2122,6,《སྣར་》,བརྩལ།,
,,2123,7,《པེ་》《སྣར་》,ཀྱིས།,
,,2124,8,《པེ་》《སྣར་》,དེ།,
,704,2125,1,《སྣར་》,མོང་།,
,,2126,2,《པེ་》《སྣར་》,བཞུགས།,
,,2127,3,《པེ་》,pཔ།,
,,2128,4,《པེ་》《སྣར་》,ཀྱི།,
,,2129,5,《པེ་》《སྣར་》,དེས།,
,,2130,6,《པེ་》《སྣར་》,སྨྲས།,
,,2131,7,《པེ་》,བཟུང་བའི།,
,,2132,8,《པེ་》《སྣར་》,ནི།,
,,2133,9,《པེ་》《སྣར་》,ཀྱི།,
,,2134,10,《པེ་》《སྣར་》,གཞེན།,
,,2135,11,《པེ་》《སྣར་》,རྗེས།,
,,2136,12,《པེ་》《སྣར་》,གཞེན།,
,,2137,13,《པེ་》《སྣར་》,བསྐྱེད།,
,,2138,14,《པེ་》《སྣར་》,བསམ།,
,,2139,15,《པེ་》,སྦར་བ་གཞན།,《སྣར་》,སྦར་བ་བཞན།
,,2140,16,《པེ་》《སྣར་》,ལ།,
,705,2141,1,《པེ་》《སྣར་》,ཤེས།,
,,2142,2,《པེ་》,རྒྱུ་འm།,《སྣར་》,སྒྱུ་འམ།
,,2143,3,《སྣར་》,སྤང་།,
,,2144,4,《པེ་》《སྣར་》,ལས།,
,,2145,5,《ཅོ་》,གནག,
,,2146,6,《པེ་》《སྣར་》,རྟོག,
,,2147,7,《པེ་》《སྣར་》《ཅོ་》,ཐོབ།,
,,2148,8,《པེ་》《སྣར་》《ཅོ་》,སྤྱིལ།,
,,2149,9,《སྣར་》,བ་ཚལ།,
,,2150,10,《པེ་》《སྣར་》,ཀྱི།,
,,2151,11,《པེ་》《སྣར་》,pཉོན་མོངས་པ་ཕྱིར་ཞིང་འཕེལ་བར་གྱུར་བས་སེམས་ཅན།,
,,2152,12,《པེ་》《སྣར་》,mཔ།,
,706,2153,1,《པེ་》《སྣར་》,འདས་པའི།,
,,2154,2,《པེ་》《སྣར་》,mམ།,
,,2155,3,《པེ་》《སྣར་》,pཉོན་མོངས་པ་ཕྱིར་ཞིང་འཕེལ་བར་གྱུར་པས་སེམས་ཅན།,སྦར་བ་བཞན།
,,2156,4,《པེ་》《སྣར་》,pདང་།,
,,2157,5,《པེ་》《སྣར་》,pཀྱིས།,
,,2158,6,《པེ་》《སྣར་》,ཟན།,
,,2159,7,《པེ་》《སྣར་》,འདི།,
,,2160,8,《ཅོ་》,ལ།,
,,2161,9,《པེ་》,བཞུག,
,,2162,10,《པེ་》《སྣར་》,ཉམས།,
,,2163,11,《པེ་》《སྣར་》,ཅུང་།,
,,2164,12,《པེ་》《སྣར་》,པ་གཞན།,
,,2165,13,《པེ་》《སྣར་》,pས།,
,,2166,14,《ཅོ་》,དང་།,
,,2167,15,《པེ་》,ཞེན་པ་དང་།,《སྣར་》,ཞན་པ་དང།
,707,2168,1,《པེ་》《སྣར་》,བཏད།,
,,2169,2,《པེ་》《སྣར་》,ཁད་ཀྱི།,
,,2170,3,《པེ་》《སྣར་》,བོགས།,
,,2171,4,《པེ་》《སྣར་》,གཞན།,
,,2172,5,《པེ་》,བཏད།,
,,2173,6,《པེ་》《སྣར་》,mདང་།,
,,2174,7,《སྣར་》,སྐྱེད།,
,,2175,8,《པེ་》《སྣར་》,པས།,
,,2176,9,《སྣར་》,དགྲོང་།,
,,2177,10,《པེ་》《སྣར་》,mནས།,
,,2178,11,《པེ་》《སྣར་》,pམི།,
,,2179,12,《པེ་》《སྣར་》,ལྷུང་བར་གྱུར་པ།,
,,2180,13,《པེ་》《སྣར་》,བཞུགས།,
,,2181,14,《པེ་》《སྣར་》,བར་དུ།,
,,2182,15,《པེ་》,ད།,《སྣར་》,ང་།
,,2183,16,《པེ་》《སྣར་》,ཏོ།,
,,2184,17,《པེ་》《སྣར་》,སྐལ་བ།,
,708,2185,1,《སྣར་》,ཆོལ།,
,,2186,2,《སྣར་》,པས།,
,,2187,3,《པེ་》《སྣར་》,pལ།,
,,2188,4,《པེ་》《སྣར་》,mབསྐྱེད།,
,,2189,5,《སྣར་》,པར།,
,,2190,6,《པེ་》《སྣར་》,pསྡུག་བསྔལ་པའི་ཡང་།,
,,2191,7,《པེ་》《སྣར་》,ཚོར།,
,,2192,8,《པེ་》《སྣར་》,ཚོར།,
,,2193,9,《པེ་》《སྣར་》,སྐྱེད།,
,709,2194,1,《པེ་》《སྣར་》,ལྔ།,
,,2195,2,《པེ་》,བཟོད།,
,,2196,3,《པེ་》,གིས་གླ།,《སྣར་》,གི་གླ།
,,2197,4,《པེ་》《སྣར་》,གྱི།,
,,2198,5,《པེ་》《སྣར་》,གི་གླ།,
,,2199,6,《པེ་》《སྣར་》,ཡོང་།,
,,2200,7,《པེ་》《སྣར་》,འདའ་བ་དེ་རྙེད་ཅེས་པ་ནས།,
,,2201,8,《པེ་》《སྣར་》,འདས་པ།,
,710,2202,1,《པེ་》《སྣར་》,གསུམ་ལ།,
,,2203,2,《ཅོ་》,བག,
,,2204,3,《པེ་》《སྣར་》,གི།,
,,2205,4,《པེ་》《སྣར་》,mམཛོད་ཀྱི།,
,,2206,5,《སྣར་》,པར།,
,,2207,6,《པེ་》《སྣར་》,གྱིས་བརླབས་ཀྱི།,
,,2208,7,《པེ་》《སྣར་》,mདུ།,
,,2209,8,《སྣར་》,པའི།,
,,2210,9,《པེ་》,ཀྱིས།,
,,2211,10,《པེ་》《སྣར་》,འདའ་བ།,
,711,2212,1,《པེ་》《སྣར་》,pཏུ།,
,,2213,2,《པེ་》《སྣར་》,mཔ།,
,,2214,3,《པེ་》《སྣར་》,གིས།,
,,2215,4,《པེ་》,པུཎྚ་རི།,《སྣར་》,པུཎྜ་རི།
,,2216,5,《པེ་》《སྣར་》,mབཀའ།,
,,2217,6,《པེ་》《སྣར་》,mནི།,
,,2218,7,《པེ་》《སྣར་》,སྦྱར།,
,,2219,8,《སྣར་》,ཏེ།,
,,2220,9,《པེ་》《སྣར་》,ཐོབ།,
,,2221,10,《པེ་》《སྣར་》,ལྟ་བསྐྱེས།,
,,2222,11,《སྣར་》,mདེ།,
,712,2223,1,《པེ་》《སྣར་》,པོ།,
,,2224,2,《པེ་》《སྣར་》,mནི།,
,,2225,3,《པེ་》,བསྒྲུབ།,
,,2226,4,《པེ་》《སྣར་》,mནས།,
,,2227,5,《པེ་》《སྣར་》,འཚོལ།,
,,2228,6,《པེ་》《སྣར་》,རྩིགས།,
,,2229,7,《པེ་》《སྣར་》,སྐྱབས།,
,,2230,8,《པེ་》《སྣར་》,གཞོན།,
,,2231,9,《པེ་》《སྣར་》,དོ་ཞེས།,
,713,2232,1,《པེ་》《སྣར་》,གདུང་།,
,,2233,2,《པེ་》《སྣར་》,ཚོལ།,
,,2234,3,《པེ་》《སྣར་》,ཤེས་པའི་རྒྱུས།,
,,2235,4,《སྣར་》,ཀྱི།,
,,2236,5,《པེ་》《སྣར་》,འཕོངས།,
,,2237,6,《པེ་》《སྣར་》,སྒྲིབས།,
,,2238,7,《པེ་》《སྣར་》,རྐོམ།,
,,2239,8,《པེ་》《སྣར་》,ན།,
,,2240,9,《པེ་》《སྣར་》,mདེ།,
,,2241,10,《པེ་》,ཀྱི་གླ།,《ཅོ་》,ནི་སླ།
,,2242,11,《པེ་》《སྣར་》,སྐྱེ་བའོ།,
,,2243,12,《སྣར་》,འཐང་།,
,714,2244,1,《པེ་》《སྣར་》,ཀྱི་བགས་ཀྱི།,
,,2245,2,《པེ་》《སྣར་》,ཅེས།,
,,2246,3,《པེ་》《སྣར་》,ཀྱི།,
,,2247,4,《པེ་》《སྣར་》,པས།,
,,2248,5,《པེ་》《སྣར་》,རྙེད།,
,,2249,6,《པེ་》《སྣར་》,པས།,
,,2250,7,《པེ་》,ལས།,
,,2251,8,《པེ་》《སྣར་》,པའི།,
,,2252,9,《པེ་》《སྣར་》,ཀྱི་སྐལ་པ་ཡོད་པར།,
,,2253,10,《པེ་》《སྣར་》,གི།,
,,2254,11,《པེ་》《སྣར་》,ཆེད།,
,715,2255,1,《སྣར་》,གི།,
,,2256,2,《པེ་》,ལས་འདའ་བ།,《སྣར་》,ལས་འདས་པ།
,,2257,3,《པེ་》《སྣར་》,མདོ།,
,,2258,4,《པེ་》《སྣར་》,ནས།,
,,2259,5,《པེ་》《སྣར་》,པའི།,
,,2260,6,《པེ་》《སྣར་》,mནས།,
,,2261,7,《པེ་》《སྣར་》,འདས་པ།,
,,2262,8,《པེ་》《སྣར་》,ཕྱིན།,
,716,2263,1,《པེ་》,ཀྱི་བརྟུལ།,《སྣར་》,ཀྱི་བཏུལ།
,,2264,2,《པེ་》《སྣར་》,pཞེས་པ།,
,,2265,3,《པེ་》《སྣར་》,བསྒོམ།,
,,2266,4,《པེ་》《སྣར་》,mཆེན་པོ།,
,,2267,5,《པེ་》《སྣར་》,ལས།,
,,2268,6,《པེ་》《སྣར་》,འདོན།,
,,2269,7,《པེ་》《སྣར་》,གྱི།,
,,2270,8,《པེ་》《སྣར་》,གྱིས།,
,,2271,9,《པེ་》《སྣར་》,ནམ་ཡང་ལན་འདོན།,
,,2272,10,《པེ་》《སྣར་》,སྤྱིའི།,
,,2273,11,《པེ་》《སྣར་》,mདག,
,,2274,12,《པེ་》《སྣར་》,ཀྱིས།,
,,2275,13,《པེ་》,ཅིའི།,
,,2276,14,《པེ་》《སྣར་》,ལ།,
,717,2277,1,《པེ་》《སྣར་》,རབ་ཏུ།,
,,2278,2,《པེ་》《སྣར་》,mཔ།,
,,2279,3,《པེ་》《སྣར་》,པས།,
,,2280,4,《པེ་》《སྣར་》,འདུན་འཐུན།,
,,2281,5,《པེ་》《སྣར་》,།།,
,,2282,6,《སྣར་》,པར།,
,718,2283,1,《སྣར་》,ཀྱི།,
,,2284,2,《པེ་》,ཐེག་པ་རྣམས།,《སྣར་》,སེམས་རྣམས།
,,2285,3,《པེ་》《སྣར་》,བསྒྲུབ།,
,,2286,4,《པེ་》《སྣར་》,ནས་ཡོད་པར།,
,,2287,5,《པེ་》《སྣར་》,འབབ་པའི་རླན་གྱི།,
,,2288,6,《སྣར་》,pཆེན།,
,,2289,7,《པེ་》《སྣར་》,པོས།,
,,2290,8,《པེ་》《སྣར་》,mནད།,
,719,2291,1,《པེ་》,རྟོག,《སྣར་》,ཏོགས།
,,2292,2,《པེ་》《སྣར་》,ཀྱི་རིགས།,
,,2293,3,《པེ་》《སྣར་》,བར།,
,,2294,4,《པེ་》《སྣར་》,མདའ།,
,,2295,5,《པེ་》《སྣར་》,པ།,
,,2296,6,《པེ་》《སྣར་》,རིགས།,
,,2297,7,《པེ་》《སྣར་》,བསྒྲུབ།,
,,2298,8,《པེ་》《སྣར་》,pརྣམ་པ།,
,,2299,9,《པེ་》《སྣར་》,གྱི།,
,,2300,10,《པེ་》《སྣར་》,mཡང་དག་པར།,
,720,2301,1,《སྣར་》,པར།,
,,2302,2,《པེ་》《སྣར་》,པའི།,
,,2303,3,《པེ་》《སྣར་》,mནི།,
,,2304,4,《པེ་》《སྣར་》,pཐམས་ཅད་ཀྱི།,
,,2305,5,《པེ་》《སྣར་》,ཀྱི།,
,,2306,6,《པེ་》《སྣར་》,རྟོག,
,,2307,7,《པེ་》《སྣར་》,གི།,
,,2308,8,《པེ་》《སྣར་》,རིག,
,721,2309,1,《པེ་》,བསྟོན།,
,,2310,2,《པེ་》《སྣར་》,mརྣམས།,
,,2311,3,《པེ་》,བཞིའོ།,
,,2312,4,《པེ་》《སྣར་》,པའི།,
,722,2313,1,《པེ་》《སྣར་》,ཅེས།,
,,2314,2,《པེ་》,རྩ་བ།,《སྣར་》,རྩ།
,,2315,3,《པེ་》《སྣར་》,ཁྲང་།,
,,2316,4,《པེ་》《སྣར་》,རང་རིགས་རྣམས།,
,,2317,5,《པེ་》《སྣར་》,འདོགས།,
,,2318,6,《པེ་》《སྣར་》,mངུ་།,
,,2319,7,《པེ་》《སྣར་》,pས།,
,,2320,8,《པེ་》《སྣར་》,pཟག་པ་དང་།,
,,2321,9,《པེ་》《སྣར་》,སྒྲུབ།,
,,2322,10,《སྣར་》,ཟད།,
,723,2323,1,《པེ་》,བསྒྲུབ།,《སྣར་》,སྒྲུབ།
,,2324,2,《པེ་》《སྣར་》,བསམ།,
,,2325,3,《པེ་》《སྣར་》,བལྟ་བའོ།,
,,2326,4,《པེ་》《སྣར་》《ཅོ་》,པོའི་ལས་ས།,
,,2327,5,《པེ་》《སྣར་》,གི།,
,,2328,6,《པེ་》,དཔའི།,
,,2329,7,《པེ་》《སྣར་》,པའི།,
,,2330,8,《སྣར་》,གི།,
,,2331,9,《པེ་》《སྣར་》,བགྱིས།,
,,2332,10,《སྣར་》,པར།,
,,2333,11,《སྣར་》,བརློན།,
,724,2334,1,《པེ་》《སྣར་》,pབ།,
,,2335,2,《པེ་》《སྣར་》,སྒོམ།,
,,2336,3,《པེ་》《སྣར་》,དུ།,
,,2337,4,《སྣར་》,ཤེས།,
,,2338,5,《པེ་》《སྣར་》,mབསྒོམ་པ་ལ།,
,,2339,6,《པེ་》《སྣར་》,དང་།,
,,2340,7,《པེ་》《སྣར་》,ཆད།,
,,2341,8,《པེ་》《སྣར་》,pཔ།,
,725,2342,1,《པེ་》《སྣར་》,mལ།,
,,2343,2,《སྣར་》,མཇུག,
,,2344,3,《པེ་》《སྣར་》,སྐྱེད།,
,,2345,4,《པེ་》《སྣར་》,mཔ།,
,,2346,5,《པེ་》《སྣར་》,ལས།,
,,2347,6,《པེ་》《སྣར་》,pདེ་བཞིན་དུ།,
,,2348,7,《པེ་》《སྣར་》,གི།,
,,2349,8,《པེ་》,pབདག,《སྣར་》,བདག་དང་།
,,2350,9,《པེ་》《སྣར་》,དཔའ།,
,726,2351,1,《པེ་》《སྣར་》,ཐོབ།,
,,2352,2,《པེ་》《སྣར་》,གཞུང་།,
,,2353,3,《པེ་》,ཅན་གྱི།,
,,2354,4,《པེ་》《སྣར་》,mབསྟན་པ།,
,,2355,5,《པེ་》《སྣར་》,ཀྱི།,
,,2356,6,《པེ་》《སྣར་》,mམེའི།,
,727,2357,1,《པེ་》《སྣར་》,mཔ།,
,,2358,2,《པེ་》《སྣར་》,དཔའ།,
,,2359,3,《པེ་》《སྣར་》《ཅོ་》,བརྟན།,
,,2360,4,《པེ་》,སྲོས།,
,,2361,5,《པེ་》《སྣར་》,པའི།,
,,2362,6,《པེ་》《སྣར་》,གཟོད།,
,,2363,7,《པེ་》《སྣར་》,གྱིས་བརླབས།,
,,2364,8,《པེ་》《སྣར་》,སྦྱིན་པ།,
,,2365,9,《པེ་》《སྣར་》,བུར།,
,,2366,10,《པེ་》《སྣར་》,བྱུང་།,
,,2367,11,《པེ་》《སྣར་》,mབྱུང་སྟེ།,
,,2368,12,《པེ་》,འཆར།,
,728,2369,1,《པེ་》《སྣར་》,གྲངས།,
,,2370,2,《པེ་》《སྣར་》,གི་བརྙབ་དུ།,
,,2371,3,《པེ་》,སྒྲོག,
,,2372,4,《པེ་》《སྣར་》,དངངས།,
,,2373,5,《པེ་》,སྙེམ།,《སྣར་》,སྙེམས།
,,2374,6,《སྣར་》,དང་།,
,,2375,7,《སྣར་》,སྤྱོད།,
,,2376,8,《པེ་》《སྣར་》,mགང་།,
,,2377,9,《པེ་》《སྣར་》,pབ།,
,,2378,10,《པེ་》《སྣར་》,མན།,
,,2379,11,《པེ་》,གྱིས།,
,,2380,12,《པེ་》《སྣར་》,ལྗོང་།,
,,2381,13,《སྣར་》,འབེབ།,
,,2382,14,《པེ་》《སྣར་》,pདང་།,
,729,2383,1,《སྣར་》,བསྟན།,
,,2384,2,《པེ་》,mནི།,
,,2385,3,《པེ་》《སྣར་》,pནི།,
,,2386,4,《པེ་》《སྣར་》,སྟེ།,
,,2387,5,《པེ་》《སྣར་》,pཡི།,
,,2388,6,《པེ་》,ང་།,《སྣར་》,དེ།
,,2389,7,《པེ་》《སྣར་》,ཤེག་ཅེས་པའི།,
,,2390,8,《པེ་》《སྣར་》,བཅོམ་ཟིལ།,
,,2391,9,《པེ་》《སྣར་》,བའི།,
,730,2392,1,《པེ་》《སྣར་》,བའི།,
,,2393,2,《པེ་》《སྣར་》,པ་སྟེ།,
,,2394,3,《པེ་》《སྣར་》,དོགས།,
,,2395,4,《པེ་》《སྣར་》,ལང་།,
,,2396,5,《སྣར་》,པར།,
,,2397,6,《པེ་》《སྣར་》,ཏོ། །དང་པོ།,
,,2398,7,《པེ་》《སྣར་》,pཏེ།,
,,2399,8,《སྣར་》,ཚིག་གོ།,
,,2400,9,《སྣར་》,བསྟོན།,
,,2401,10,《པེ་》《སྣར་》,གླེངས།,
,,2402,11,《པེ་》《སྣར་》,mབ།,
,731,2403,1,《པེ་》《སྣར་》,སྟོན།,
,,2404,2,《པེ་》《སྣར་》,མི་ནང་ན།,
,,2405,3,《པེ་》,དཔྱད།,《སྣར་》,དབྱེད།
,,2406,4,《པེ་》《སྣར་》,ནི།,
,,2407,5,《པེ་》《སྣར་》,mཔ།,
,,2408,6,《པེ་》《སྣར་》,ཞུགས།,
,,2409,7,《པེ་》《སྣར་》,བགྱིས།,
