མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,
,142,850,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,851,2,《པེ་》《སྣར་》,དང་།,,,,,
,,852,3,《པེ་》,པས།,,,,,
,143,853,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,854,2,《པེ་》《སྣར་》,mརང་གི།,,,,,
,,855,3,《པེ་》《སྣར་》,ཅིག,,,,,
,,856,4,《པེ་》《སྣར་》,པའམ།,,,,,
,144,857,1,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,,858,2,《པེ་》《སྣར་》,mརྣམས།,,,,,
,,859,3,《པེ་》《སྣར་》,mཔ།,,,,,
,145,860,1,《པེ་》《སྣར་》,འོངས་ནས།,,,,,
,,861,2,《པེ་》《སྣར་》,pཁང་།,,,,,
,,862,3,《པེ་》《སྣར་》,བྱའོ།།,,,,,
,,863,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,864,5,《པེ་》《སྣར་》,རྣམས།,,,,,
,,865,6,《པེ་》《སྣར་》,ལྟ།,,,,,
,,866,7,《པེ་》《སྣར་》,mསྤྱོད་པ།,,,,,
,,867,8,《པེ་》《སྣར་》,ཕྱེད།,,,,,
,146,868,1,《སྣར་》,pལྔ།,,,,,
,,869,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,870,3,《པེ་》《སྣར་》,ཤེས།,,,,,
,,871,4,《པེ་》《སྣར་》,གི།,,,,,
,,872,5,《པེ་》《སྣར་》,པོ་ནི།,,,,,
,147,873,1,《པེ་》《སྣར་》,pདོ།།,,,,,
,,874,2,《ཅོ་》,བཞུགས།,,,,,
,,875,3,《སྣར་》,mཔ།,,,,,
,,876,4,《སྣར་》,ཅིག,,,,,
,,877,5,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,878,6,《པེ་》《སྣར་》,pདང་།,,,,,
,,879,7,《པེ་》《སྣར་》,མདབ།,,,,,
,,880,8,《པེ་》《སྣར་》,མདབ།,,,,,
,,881,9,《པེ་》《སྣར་》,མདབ།,,,,,
,,882,10,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,883,11,《པེ་》《སྣར་》,མདབ།,,,,,
,148,884,1,《པེ་》《སྣར་》,མདབ།,,,,,
,,885,2,《པེ་》《སྣར་》,མདབ།,,,,,
,,886,3,《པེ་》《སྣར་》,མོའོ།།,,,,,
,,887,4,《པེ་》《སྣར་》,མདབ།,,,,,
,,888,5,《པེ་》《སྣར་》,མདབ།,,,,,
,,889,6,《པེ་》《སྣར་》,གི།,,,,,
,,890,7,《པེ་》,ཞིག,,,,,
,,891,8,《པེ་》《སྣར་》,ཞིག,,,,,
,,892,9,《པེ་》《སྣར་》,ཞིག,,,,,
,,893,10,《པེ་》《སྣར་》,པ་མདབ།,,,,,
,149,894,1,《པེ་》《སྣར་》,བརྙེད།,,,,,
,,895,2,《པེ་》《སྣར་》,ཉེར།,,,,,
,,896,3,《པེ་》《སྣར་》,pནི།,,,,,
,,897,4,《པེ་》《སྣར་》,མའི།,,,,,
,,898,5,《པེ་》《སྣར་》,པོས།,,,,,
,,899,6,《པེ་》《སྣར་》,པོས།,,,,,
,,900,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,901,8,《པེ་》《སྣར་》,mསོ་ཞེས།,,,,,
,,902,9,《སྣར་》,mདེ།,,,,,
,150,903,1,《པེ་》《སྣར་》,pཞེས་བྱའོ།།,,,,,
,,904,2,《པེ་》《སྣར་》,རྒྱུ།,,,,,
,,905,3,《པེ་》《སྣར་》,ཆོག,,,,,
,,906,4,《པེ་》《སྣར་》,པས།,,,,,
,151,907,1,《པེ་》《སྣར་》,pབྱེད་པ།,,,,,
,,908,2,《པེ་》《སྣར་》,ཐབ།,,,,,
,,909,3,《པེ་》《སྣར་》,བས།,,,,,
,,910,4,《པེ་》,དེའི།,,,,,
,,911,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,912,6,《པེ་》,པའི།,,,,,
,152,913,1,《པེ་》《སྣར་》,mམི།,,,,,
,,914,2,《པེ་》《སྣར་》,པར།,,,,,
,,915,3,《པེ་》《སྣར་》,བས་བསྟན།,,,,,
,,916,4,《པེ་》《སྣར་》,བསྟན།,,,,,
,,917,5,《པེ་》《སྣར་》,གྱིས།,,,,,
,153,918,1,《པེ་》《སྣར་》,པའི།,,,,,
,,919,2,《པེ་》《སྣར་》,ཏེ།,,,,,
,,920,3,《སྣར་》,mཔ།,,,,,
,,921,4,《པེ་》《སྣར་》,པར།,,,,,
,,922,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,923,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,924,7,《པེ་》《སྣར་》,དེ།,,,,,
,,925,8,《པེ་》《སྣར་》,དོ།།,,,,,
,154,926,1,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,927,2,《པེ་》《སྣར་》,pགཞན་ཡང་སྡིག་པ་དང་བྲལ་བ་ནི་དོན་ཞེས་བྱའོ། །དགེ་བ་བསྡུད་པ་ནི་ཕན་པ་ཞེས་བྱའོ།།,,,,,
,155,928,1,《པེ་》《སྣར་》,གིས།,,,,,
,,929,2,《པེ་》《སྣར་》,པ།,,,,,
,,930,3,《པེ་》《སྣར་》,དེ།,,,,,
,,931,4,《ཅོ་》,འགལ་བ།,,,,,
,156,932,1,《པེ་》《སྣར་》,བྱའོ།།,,,,,
,,933,2,《པེ་》,pཀྱི།,,,,,
,157,934,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,158,935,1,《པེ་》《སྣར་》,དེས།,,,,,
,,936,2,《པེ་》,རྣམ་པ་གསུམ་གྱིས་བརྒྱུས།,《སྣར་》,རྣམ་པ་གསུམ་གྱིས་རྒྱུས།,,,
,,937,3,《པེ་》《སྣར་》,ན།,,,,,
,159,938,1,《པེ་》《སྣར་》,གི།,,,,,
,,939,2,《པེ་》《སྣར་》,pཉིད།,,,,,
,160,940,1,《པེ་》,གསུམ།,,,,,
,,941,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,161,942,1,《པེ་》《སྣར་》,pརྣ།,,,,,
,,943,2,《པེ་》,ཏེ།,,,,,
,,944,3,《པེ་》《སྣར་》,ལ།,,,,,
,,945,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,946,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,947,6,《པེ་》《སྣར་》,mསོ།,,,,,
,,948,7,《པེ་》《སྣར་》,གི།,,,,,
,,949,8,《པེ་》《སྣར་》,pཔ།,,,,,
,,950,9,《པེ་》《སྣར་》,བཞི།,,,,,
,162,951,1,《པེ་》《སྣར་》,བསྟན།,,,,,
,,952,2,《པེ་》《སྣར་》,སྒྱུར།,,,,,
,,953,3,《པེ་》《སྣར་》,སྒྱུར།,,,,,
,,954,4,《པེ་》《སྣར་》,གྱི།,,,,,
,,955,5,《པེ་》《སྣར་》,ཅིག,,,,,
,163,956,1,《སྣར་》,པ།,,,,,
,,957,2,《སྣར་》,མངའི།,,,,,
,164,958,1,《པེ་》《སྣར་》,དང་།,,,,,
,,959,2,《པེ་》《སྣར་》,mནི།,,,,,
,,960,3,《པེ་》《སྣར་》,mབ།,,,,,
,165,961,1,《པེ་》《སྣར་》,དེ།,,,,,
,,962,2,《པེ་》《སྣར་》,mགི།,,,,,
,,963,3,《སྣར་》,mདེ།,,,,,
,166,964,1,《པེ་》《སྣར་》,pམེད་པའི་མཚན་ཉིད།,,,,,
,167,965,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,966,2,《པེ་》,ཀྱི།,,,,,
,,967,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,968,4,《སྣར་》,བཞག,,,,,
,,969,5,《པེ་》《སྣར་》,pརྣམས།,,,,,
,,970,6,《སྣར་》,mདེ།,,,,,
,,971,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,168,972,1,《པེ་》《སྣར་》,བའོ།,,,,,
,,973,2,《པེ་》《སྣར་》,mབའི།,,,,,
,,974,3,《པེ་》《སྣར་》,mབ།,,,,,
,,975,4,《པེ་》《སྣར་》,ལ།,,,,,
,169,976,1,《པེ་》《སྣར་》,pརོ།,,,,,
,,977,2,《པེ་》《སྣར་》,པོ།,,,,,
,,978,3,《སྣར་》,ཐོག་པ།,《ཅོ་》,ཐོགས་མ།,,,
,,979,4,《པེ་》《སྣར་》,ཡོད།,,,,,
,,980,5,《པེ་》《སྣར་》,ན།,,,,,
,,981,6,《པེ་》《སྣར་》,རྣམ།,,,,,
,170,982,1,《པེ་》,བློ་བུར་གྱི།,《ཅོ་》,གློ་བུར་གྱིས།,,,
,,983,2,《པེ་》《སྣར་》,པར།,,,,,
,,984,3,《པེ་》《སྣར་》,བ།,,,,,
,171,985,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,986,2,《པེ་》《སྣར་》,ལས།,,,,,
,,987,3,《པེ་》《སྣར་》,སྒྲིམས།,,,,,
,,988,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,989,5,《སྣར་》,mནི།,,,,,
,172,990,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,991,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,992,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,993,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,173,994,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,995,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,996,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,174,997,1,《སྣར་》,པའི།,,,,,
,,998,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,999,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1000,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1001,5,《པེ་》《སྣར་》,pབསྟན།,,,,,
,,1002,6,《པེ་》《སྣར་》,བཟློགས་སོ།,,,,,
,,1003,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,175,1004,1,《སྣར་》,རྟགས།,,,,,
,,1005,2,《པེ་》《སྣར་》,རྣམས།,,,,,
,,1006,3,《པེ་》《སྣར་》,འཕྲོགས།,,,,,
,,1007,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1008,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,176,1009,1,《པེ་》《སྣར་》,གི།,,,,,
,177,1010,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1011,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1012,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1013,4,《པེ་》《སྣར་》,པའི།,,,,,
,178,1014,1,《པེ་》《སྣར་》,ཏོ། །འདིར།,,,,,
,,1015,2,《པེ་》《སྣར་》,mཔའི།,,,,,
,,1016,3,《པེ་》《སྣར་》,སྟོན།,,,,,
,,1017,4,《པེ་》《སྣར་》,mལ།,,,,,
,,1018,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,179,1019,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1020,2,《པེ་》《སྣར་》,ལས།,,,,,
,180,1021,1,《པེ་》,ཀྱི།,,,,,
,,1022,2,《སྣར་》,མེད་ཀྱི།,《སྣར་》,འགྲེལ།,,,
,,1023,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,181,1024,1,《སྣར་》,ཕྱག,,,,,
,,1025,2,《སྣར་》,ཕྱག,,,,,
,,1026,3,《སྣར་》,དེས།,,,,,
,,1027,4,《པེ་》《སྣར་》,འཕོངས།,,,,,
,,1028,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,1029,6,《སྣར་》,གསད།,,,,,
,,1030,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,182,1031,1,《པེ་》《སྣར་》,pཕྱིར།,,,,,
,,1032,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1033,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1034,4,《པེ་》《སྣར་》,རྟག,,,,,
,,1035,5,《པེ་》《སྣར་》,པའོ།,,,,,
,183,1036,1,《པེ་》《སྣར་》,རྟག,,,,,
,,1037,2,《སྣར་》,ཀྱི།,,,,,
,,1038,3,《པེ་》《སྣར་》,mརོ།,,,,,
,,1039,4,《པེ་》《སྣར་》,རྟགས།,,,,,
,,1040,5,《སྣར་》,pམ།,,,,,
,,1041,6,《པེ་》《སྣར་》,མི།,,,,,
,184,1042,1,《པེ་》《སྣར་》,པ།,,,,,
,,1043,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1044,3,《པེ་》《སྣར་》,བའི།,,,,,
,,1045,4,《སྣར་》,ན་ཉམ།,,,,,
,,1046,5,《པེ་》,ཀྱིས་བརྟེན།,《སྣར་》,ཀྱིས་རྟེན།,,,
,,1047,6,《པེ་》《སྣར་》,པས།,,,,,
,,1048,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1049,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1050,9,《པེ་》,མཉམ།,《སྣར་》,མཉན།,,,
,185,1051,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1052,2,《པེ་》《སྣར་》,གིས།,,,,,
,,1053,3,《པེ་》,མཉམ།,,,,,
,,1054,4,《པེ་》,བཟུང་།,,,,,
,186,1055,1,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,1056,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1057,3,《པེ་》,ཀྱིས།,,,,,
,,1058,4,《པེ་》《སྣར་》,pཞེས།,,,,,
,,1059,5,《པེ་》《སྣར་》,ཀྱི་གཉེར།,,,,,
,,1060,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1061,7,《པེ་》《སྣར་》,པ།,,,,,
,a,1062,8,《པེ་》《སྣར་》,བསྟན།,,,,,
,187,1063,1,《པེ་》《སྣར་》,pཆོས་ཀྱི་སྐུ།,,,,,
,,1064,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1065,3,《པེ་》《སྣར་》,མཉན།,,,,,
,,1066,4,《པེ་》《སྣར་》,mསྐུ།,,,,,
,,1067,5,《པེ་》《སྣར་》,ང་།,,,,,
,,1068,6,《པེ་》《སྣར་》,གཙང་།,,,,,
,,1069,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,188,1070,1,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,1071,2,《པེ་》,pསུ།,,,,,
,,1072,3,《པེ་》,བརྡའ།,,,,,
,189,1073,1,《པེ་》《སྣར་》,པའི།,,,,,
,,1074,2,《པེ་》《སྣར་》,སྔོན།,,,,,
,,1075,3,《པེ་》《སྣར་》,པ།,,,,,
,,1076,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,190,1077,1,《པེ་》《སྣར་》,འདི།,,,,,
,,1078,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1079,3,《པེ་》《སྣར་》,mརོ།།,,,,,
,,1080,4,《པེ་》《སྣར་》,པ།,,,,,
,,1081,5,《པེ་》《སྣར་》,mཀྱིས།,,,,,
,191,1082,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1083,2,《པེ་》《སྣར་》,ཆ།,,,,,
,,1084,3,《པེ་》《སྣར་》,པར།,,,,,
,,1085,4,《པེ་》《སྣར་》,པ།,,,,,
,192,1086,1,《སྣར་》,mམེད།,,,,,
,,1087,2,《པེ་》《སྣར་》,mདང་།,,,,,
,,1088,3,《པེ་》《སྣར་》,mཅན།,,,,,
,,1089,4,《པེ་》《སྣར་》,ཏེ།,,,,,
,,1090,5,《པེ་》《སྣར་》,mསྐུ།,,,,,
,,1091,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1092,7,《པེ་》《སྣར་》,mབསྟན།,,,,,
,,1093,8,《པེ་》《སྣར་》,དབུས་དང་མཐའ་མེད་དོ།།,,,,,
,193,1094,1,《པེ་》《སྣར་》,mམཐའི།,,,,,
,,1095,2,《པེ་》《སྣར་》,pཅི།,,,,,
,194,1096,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1097,2,《པེ་》《སྣར་》,pཀྱི།,,,,,
,,1098,3,《པེ་》《སྣར་》,པའི།,,,,,
,,1099,4,《པེ་》《སྣར་》,བརྟག,,,,,
,,1100,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,195,1101,1,《པེ་》《སྣར་》,པའི།,,,,,
,,1102,2,《སྣར་》,mདོ།,,,,,
,,1103,3,《པེ་》《སྣར་》,མཐར་མུ།,,,,,
,,1104,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1105,5,《པེ་》《སྣར་》,མཐར།,,,,,
,196,1106,1,《པེ་》,ཀྱི་འགྲེལ་པ།,《སྣར་》,ཀྱིས་འགྲེལ།,,,
,,1107,2,《པེ་》《སྣར་》,ཏེ།,,,,,
,,1108,3,《སྣར་》,ཀྱི།,,,,,
,197,1109,1,《པེ་》《སྣར་》,གིས།,,,,,
,,1110,2,《སྣར་》,mཔ།,,,,,
,,1111,3,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,1112,4,《པེ་》《སྣར་》,བསྡུད།,,,,,
,198,1113,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1114,2,《པེ་》《སྣར་》,pཔ།,,,,,
,,1115,3,《པེ་》《སྣར་》,ཇི།,,,,,
,,1116,4,《པེ་》《སྣར་》,བྱའོ།,,,,,
,,1117,5,《པེ་》《སྣར་》,གིས།,,,,,
,,1118,6,《པེ་》,གསལ།,,,,,
,199,1119,1,《པེ་》《སྣར་》,གིས།,,,,,
,,1120,2,《སྣར་》,ཀྱི།,,,,,
,,1121,3,《སྣར་》,mནོ།,,,,,
,,1122,4,《པེ་》《སྣར་》,ལ།,,,,,
,,1123,5,《པེ་》《སྣར་》,སྔ།,,,,,
,200,1124,1,《པེ་》《སྣར་》,mལུས་དང་ཤའི།,,,,,
,,1125,2,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,1126,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1127,4,《པེ་》《སྣར་》,ལས།,,,,,
,201,1128,1,《པེ་》,གིས།,,,,,
,,1129,2,《པེ་》《སྣར་》《ཅོ་》,གཅིག,,,,,
,,1130,3,《སྣར་》,གཅིག,,,,,
,202,1131,1,《པེ་》,གཅིག,,,,,
,,1132,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1133,3,《པེ་》《སྣར་》,འགྲང་།,,,,,
,,1134,4,《པེ་》《སྣར་》,གིས།,,,,,
,,1135,5,《པེ་》《སྣར་》,mཔ།,,,,,
,,1136,6,《པེ་》《སྣར་》,mན།,,,,,
,203,1137,1,《པེ་》《སྣར་》,དེ།,,,,,
,,1138,2,《པེ་》《སྣར་》,ལྟ་བུ།,,,,,
,,1139,3,《པེ་》《སྣར་》,mབྱ་བ།,,,,,
,,1140,4,《པེ་》《སྣར་》,ཆེ་བ།,,,,,
,,1141,5,《པེ་》,mརྒྱས།,,,,,
,204,1142,1,《པེ་》《སྣར་》,pན།,,,,,
,205,1143,1,《པེ་》《སྣར་》,pཔ།,,,,,
,,1144,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1145,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1146,4,《པེ་》《སྣར་》,གིས།,,,,,
,,1147,5,《སྣར་》,གསུངས་ངག་ལ།,,,,,
,,1148,6,《པེ་》《སྣར་》,སྤྱོད།,,,,,
,206,1149,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1150,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,1151,3,《པེ་》《སྣར་》,པར།,,,,,
,,1152,4,《པེ་》,པས།,,,,,
,,1153,5,《པེ་》《སྣར་》,ནོ།,,,,,
,,1154,6,《པེ་》《སྣར་》,དཀྲིས།,,,,,
,,1155,7,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,1156,8,《པེ་》《སྣར་》,གཟུང་།,,,,,
,207,1157,1,《པེ་》,ཀྱི་དོགས་ནས།,《སྣར་》,ཀྱི་དོགས་ལས།,,,
,,1158,2,《པེ་》《སྣར་》,mམ།,,,,,
,,1159,3,《པེ་》《སྣར་》,mཚེ།,,,,,
,208,1160,1,《པེ་》《སྣར་》,pལས།,,,,,
,,1161,2,《པེ་》《སྣར་》,mནོ།,,,,,
,,1162,3,《སྣར་》,འཐོབ།,,,,,
,,1163,4,《པེ་》《སྣར་》,mརྣམ་པར།,,,,,
,,1164,5,《སྣར་》,mརོ།,,,,,
,,1165,6,《པེ་》,བསྙེགས།,《སྣར་》,བརྙེགས།,,,
,,1166,7,《པེ་》《སྣར་》,གི།,,,,,
,,1167,8,《སྣར་》,རིག,,,,,
,209,1168,1,《པེ་》《སྣར་》,བ།,,,,,
,,1169,2,《པེ་》《སྣར་》,ན།,《པེ་》《སྣར་》,mཕྱིར།,,,
,,1170,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1171,4,《པེ་》《སྣར་》,mབ།,,,,,
,,1172,a,,,,,,,
,210,1173,1,《པེ་》《སྣར་》,pབའི།,,,,,
,,1174,2,《པེ་》《སྣར་》,བསྟེན།,,,,,
,,1175,3,《པེ་》,ཀྱི།,,,,,
,211,1176,1,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,1177,2,《པེ་》《སྣར་》,mཐོས་པ།,《ཅོ་》,ཐོས་པས།,,,
,,1178,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,212,1179,1,《པེ་》《སྣར་》,ངུ་།,,,,,
,,1180,2,《པེ་》《སྣར་》,ལ་སོགས།,,,,,
,,1181,3,《པེ་》《སྣར་》,བསྟན།,,,,,
,213,1182,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1183,2,《པེ་》《སྣར་》,སྨྲས་པ།,,,,,
,,1184,3,《པེ་》《སྣར་》,གིས།,,,,,
,,1185,4,《པེ་》,རྟག,,,,,
,,1186,5,《པེ་》《སྣར་》,པ་སྟེ།,,,,,
,,1187,6,《པེ་》《སྣར་》,པ།,,,,,
,,1188,7,《སྣར་》,pཔའི།,,,,,
,214,1189,1,《པེ་》《སྣར་》,mམ།,,,,,
,,1190,2,《པེ་》《སྣར་》,ཆེ།,,,,,
,,1191,3,《པེ་》《སྣར་》,བསྡུད།,,,,,
,,1192,4,《པེ་》《སྣར་》,པ།,,,,,
,,1193,5,《པེ་》《སྣར་》,mཞེའོ།,,,,,
,,1194,6,《པེ་》《སྣར་》,སྟོན།,,,,,
,215,1195,1,《པེ་》《སྣར་》,བ།,,,,,
,,1196,2,《སྣར་》,mཏུ།,,,,,
,216,1197,1,《པེ་》《སྣར་》,pཕྱིར།,,,,,
,,1198,2,《པེ་》《སྣར་》,གིས།,,,,,
,,1199,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1200,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1201,5,《སྣར་》,རིགས།,,,,,
,,1202,6,《པེ་》《སྣར་》,བས།,,,,,
,217,1203,1,《པེ་》《སྣར་》,བཏགས།,,,,,
,,1204,2,《པེ་》《སྣར་》,བཏགས།,,,,,
,,1205,3,《སྣར་》,སྨྲ་བ།,,,,,
,218,1206,1,《པེ་》《སྣར་》,ཏོ། །,,,,,
,,1207,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,219,1208,1,《པེ་》《སྣར་》,པར།,,,,,
,,1209,2,《པེ་》《སྣར་》,ན།,,,,,
,,1210,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,220,1211,1,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1212,2,《པེ་》《སྣར་》,pཔ།,,,,,
,,1213,3,《པེ་》《སྣར་》,mདག,,,,,
,,1214,4,《པེ་》《སྣར་》,གིས།,,,,,
,,1215,5,《པེ་》《སྣར་》,རྟས།,,,,,
,221,1216,1,《པེ་》《སྣར་》,རྟས།,,,,,
,,1217,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1218,3,《པེ་》《སྣར་》,བ།,,,,,
,,1219,4,《པེ་》《སྣར་》,ཞེ།,,,,,
,222,1220,1,《པེ་》《སྣར་》,པའི།,,,,,
,,1221,2,《པེ་》《སྣར་》《ཅོ་》,ཀྱི།,,,,,
,,1222,3,《སྣར་》,པོ།,,,,,
,,1223,4,《སྣར་》,mརིང་།,,,,,
,223,1224,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1225,2,《པེ་》《སྣར་》,mརོ།,,,,,
,,1226,3,《པེ་》《སྣར་》,འཁྲུག,,,,,
,,1227,4,《པེ་》,གཞན་གྱི།,《སྣར་》,བཞན་གྱི།,,,
,,1228,5,《པེ་》《སྣར་》,གྱི།,,,,,
,224,1229,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1230,2,《པེ་》《སྣར་》,བྱས།,,,,,
,,1231,3,《པེ་》《སྣར་》,pཔ།,,,,,
,225,1232,1,《སྣར་》,ཀྱི།,,,,,
,,1233,2,《པེ་》《སྣར་》,mཆེན་པོ།,,,,,
,,1234,3,《པེ་》《སྣར་》,བརྟུལ།,,,,,
,,1235,4,《པེ་》《སྣར་》,བརྙེས་པའི།,,,,,
,226,1236,1,《སྣར་》,mས།,,,,,
,,1237,2,《པེ་》《སྣར་》,ཏེ།,,,,,
,,1238,3,《པེ་》《སྣར་》,གི།,,,,,
,,1239,4,《སྣར་》,པ།,,,,,
,227,1240,1,《པེ་》《སྣར་》,ཉམས།,,,,,
,,1241,2,《སྣར་》,སྤྱད།,,,,,
,228,1242,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1243,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1244,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1245,4,《པེ་》《སྣར་》,བསམས།,,,,,
,,1246,5,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,1247,6,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,229,1248,1,《ཅོ་》,ཀྱི།,,,,,
,,1249,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1250,3,《པེ་》《སྣར་》,བ།,,,,,
,,1251,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1252,5,《པེ་》《སྣར་》,རྟོགས།,,,,,
,230,1253,1,《པེ་》《སྣར་》,པའོ།།,,,,,
,,1254,2,《སྣར་》,ལེན།,,,,,
,,1255,3,《པེ་》《སྣར་》,pའདས།,,,,,
,131,1256,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1257,2,《པེ་》《སྣར་》,བཏང་།,,,,,
,,1258,3,《པེ་》《སྣར་》,བཏང་།,,,,,
,,1259,4,《པེ་》《སྣར་》《ཅོ་》,mནི།,,,,,
,,1260,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1261,6,《པེ་》《སྣར་》,བསྟན།,,,,,
,,1262,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,232,1263,1,《པེ་》,pཔ།,《སྣར་》,pཔར།,,,
,,1264,2,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,1265,3,《པེ་》《སྣར་》,པོའི།,,,,,
,,1266,4,《པེ་》《སྣར་》,pཔ།,,,,,
,,1267,5,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1268,6,《པེ་》《སྣར་》,རྒྱང་།,,,,,
,,1269,7,《པེ་》《སྣར་》,mསུ།,,,,,
,233,1270,1,《པེ་》《སྣར་》,བསྟན།,,,,,
,,1271,2,《པེ་》,བསྡུད།,《སྣར་》《ཅོ་》,བདུད།,,,
,,1272,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1273,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,234,1274,1,《པེ་》《སྣར་》,རིགས།,,,,,
